filename,class,xmin,ymin,xmax,ymax
1983.tif,1,0,139.42,76.81,219.43
1984.tif,2,168.6,0,248.6,58.86
1985.tif,2,93.1,141.47,173.1,221.47
1986.tif,2,9.5,118.5,89.5,198.5
1987.tif,1,140.18,88.62,220.18,168.62
1987.tif,1,196.18,115.77,256,195.77
1988.tif,4,115.06,81.03,195.06,161.03
1988.tif,4,185.78,44.63,256,124.63
1989.tif,4,84.11,204.55,164.11,256
1989.tif,4,0.24,80.3,80.24,160.3
1990.tif,4,28.15,200.91,108.15,256
1990.tif,4,0,53.4,59.3,133.4
1990.tif,4,189.91,98.47,256,178.47
1991.tif,4,50.14,186.55,130.14,256
1992.tif,1,214.47,130.23,256,210.23
1993.tif,3,150.66,203.03,230.66,256
1993.tif,1,23.63,101,103.63,181
1993.tif,1,0,184.32,55.15,256
1994.tif,4,177.44,0,256,65.69
1994.tif,4,134.86,63.08,214.86,143.08
1994.tif,3,0,186.31,41.66,256
1995.tif,4,24.27,0,104.27,50.61
1996.tif,4,167.4,27.89,247.4,107.9
1997.tif,4,129.68,0,209.68,73.39
1998.tif,2,156.39,37.21,236.39,117.21
1999.tif,4,20.72,9.63,100.72,89.63
1999.tif,1,97.12,122.74,177.12,202.73
2000.tif,1,190.35,122.98,256,202.98
2000.tif,1,195.77,65.89,256,145.9
2000.tif,1,120.16,0.24,200.16,80.24
2000.tif,1,89.97,99.54,169.97,179.54
2000.tif,1,148.94,153.82,228.95,233.82
2001.tif,1,4.86,83.35,84.86,163.35
2001.tif,1,51.47,60.08,131.47,140.08
2001.tif,1,0,37.52,74.03,117.52
2002.tif,3,162.78,0,242.78,43.34
2002.tif,3,128.35,8.08,208.35,88.08
2003.tif,4,122.84,82.13,202.84,162.13
2003.tif,4,185.52,52.33,256,132.33
2003.tif,4,149.01,0,229.01,56.71
2004.tif,4,59.69,61.68,139.69,141.68
2004.tif,4,0,65.73,70.29,145.73
2005.tif,1,31.25,0,111.25,57.73
2006.tif,2,185.71,0,256,41.12
2007.tif,4,139.94,7.03,219.94,87.03
2007.tif,1,75.5,4.68,155.5,84.68
2007.tif,1,86.06,75.87,166.06,155.87
2007.tif,1,2.97,19.58,82.97,99.58
2007.tif,1,43.91,114.51,123.91,194.51
2007.tif,1,0,85.55,79.7,165.55
2008.tif,4,24.63,64.76,104.63,144.76
2009.tif,1,40.21,52.15,120.22,132.15
2010.tif,1,180.72,0,256,47.43
2011.tif,1,122.43,155.33,202.43,235.33
2012.tif,4,133.78,27.12,213.78,107.12
2013.tif,3,155.99,0,235.99,58.36
2014.tif,1,114.54,190.05,194.53,256
2015.tif,1,12.63,179.15,92.63,256
2016.tif,4,63.39,129.08,143.39,209.08
2016.tif,2,54.71,198.08,134.71,256
2017.tif,1,187.54,204.91,256,256
2018.tif,4,113.73,188.45,193.74,256
2019.tif,4,0,189.42,64.99,256
2020.tif,1,0,74.18,67.16,154.18
2020.tif,1,27.71,148.59,107.71,228.59
2021.tif,1,30.01,172.91,110.01,252.91
2022.tif,2,58.61,209.34,138.61,256
2023.tif,1,42.07,161.35,122.06,241.34
2024.tif,3,32.35,163.46,112.35,243.46
2025.tif,4,138.34,175.32,218.34,255.32
2025.tif,3,59.42,211.27,139.42,256
2026.tif,1,163.75,180.07,243.75,256
2027.tif,4,132.29,162.96,212.29,242.96
2027.tif,4,3.96,177.09,83.96,256
2028.tif,4,32.18,178.39,112.17,256
2028.tif,4,0,148.63,47.1,228.63
2029.tif,4,0,195.42,56.11,256
2030.tif,1,177.13,137.8,256,217.8
2030.tif,1,128.82,167.21,208.82,247.21
2031.tif,2,68.27,130.36,148.27,210.36
2031.tif,2,0,105.2,68.75,185.2
2032.tif,4,80.79,215.07,160.79,256
2033.tif,4,118.75,209.35,198.75,256
2033.tif,2,0,177.1,62.32,256
2034.tif,4,132.9,109.87,212.9,189.87
2035.tif,2,136.15,26.34,216.15,106.34
2035.tif,2,77.67,1.42,157.67,81.42
2036.tif,4,140.89,31.88,220.89,111.88
2037.tif,1,150.86,8.89,230.86,88.89
2038.tif,1,0,44.4,68.12,124.4
2038.tif,1,21.52,0,101.52,56.4
2039.tif,4,117.08,0,197.08,56.44
2039.tif,1,7.57,138.38,87.57,218.38
2040.tif,4,0,12.14,45.88,92.14
2040.tif,1,0,143.25,72.78,223.25
2041.tif,4,162.92,153.55,242.92,233.55
2042.tif,1,0,9.78,57.88,89.78
2043.tif,4,108.33,90.65,188.33,170.65
2043.tif,4,30.91,47.01,110.91,127.01
2043.tif,1,3.79,88.26,83.79,168.26
2044.tif,1,42.36,0,122.36,60.33
2044.tif,1,8.68,99.31,88.68,179.31
2045.tif,2,0,126.59,75.15,206.59
2046.tif,4,198.8,0,256,51.97
2046.tif,2,144.51,0,224.51,65.15
2046.tif,2,188.62,32.27,256,112.27
2046.tif,1,145.86,0,225.86,60.14
2047.tif,4,27.22,13.98,107.22,93.98
2047.tif,4,18.94,0,98.94,40.96
2047.tif,4,0,93.91,43.82,173.91
2047.tif,2,97.29,6.45,177.29,86.45
2049.tif,2,88.04,0,168.04,70.57
2050.tif,2,160.46,0,240.46,73.19
2050.tif,2,61.37,176.12,141.37,256
2051.tif,4,170.72,163.98,250.72,243.98
2051.tif,4,128.07,24.87,208.07,104.87
2051.tif,4,16.09,67.92,96.09,147.92
2051.tif,4,199.46,19.94,256,99.93
2051.tif,4,0,0,75.29,59.62
2051.tif,1,95.1,0,175.09,62.32
2052.tif,2,204.81,66,256,146
2052.tif,2,195.69,111.89,256,191.89
2052.tif,2,159.42,89.86,239.42,169.86
2052.tif,2,63.18,131.36,143.18,211.36
2052.tif,2,170.41,37.1,250.41,117.1
2053.tif,4,0,112.88,75.86,192.88
2053.tif,4,61.73,133.79,141.73,213.79
2053.tif,4,63.89,200.69,143.89,256
2053.tif,4,150.3,172.02,230.3,252.02
2053.tif,2,0,26.02,55.17,106.02
2053.tif,2,19.19,3.24,99.19,83.24
2053.tif,2,87.49,31.99,167.49,111.99
2053.tif,2,86.37,0,166.37,58.32
2054.tif,4,188.25,0,256,78.96
2055.tif,4,57.13,0,137.13,51.12
2055.tif,4,139.09,0,219.09,73.69
2056.tif,4,166.81,0,246.81,41.18
2056.tif,4,75.07,0,155.07,53.17
2057.tif,1,207.96,151.36,256,231.36
2058.tif,1,0,107.57,45.74,187.57
2058.tif,1,5.63,139.6,85.63,219.6
2059.tif,4,88.04,18.04,168.04,98.04
2060.tif,4,161.52,81.6,241.52,161.6
2060.tif,4,79.46,42.21,159.46,122.21
2060.tif,4,137.02,136.1,217.02,216.1
2061.tif,4,172.55,160.89,252.55,240.89
2062.tif,4,54.85,116.33,134.85,196.33
2062.tif,2,124.33,25.22,204.33,105.22
2063.tif,2,118.6,64.32,198.6,144.32
2064.tif,4,176.95,0,256,60.07
2065.tif,4,79.15,82.77,159.15,162.77
2065.tif,4,157.58,71.61,237.58,151.61
2065.tif,4,73.1,8.06,153.1,88.06
2065.tif,4,21.57,149.19,101.57,229.19
2066.tif,4,83.18,0,163.18,47.19
2066.tif,1,141.46,22.3,221.46,102.3
2066.tif,1,212.34,0,256,64.66
2067.tif,1,212.52,39.11,256,119.11
2067.tif,1,151.12,19.84,231.12,99.84
2068.tif,1,181.99,1.47,256,81.47
2069.tif,1,0,15.33,79.77,95.33
2069.tif,1,17.6,76.23,97.6,156.23
2070.tif,2,115.12,24.45,195.13,104.45
2070.tif,2,78.03,82.48,158.03,162.49
2071.tif,4,157.98,79.52,237.98,159.52
2072.tif,1,168.38,203.17,248.38,256
2073.tif,1,59.47,155.47,139.47,235.47
2073.tif,1,13.65,178.23,93.65,256
2074.tif,1,110.85,142.85,190.85,222.86
2074.tif,1,0,190.51,45.74,256
2074.tif,1,202.49,177.98,256,256
2075.tif,4,108.24,174.91,188.24,254.91
2076.tif,2,216,180.24,256,256
2077.tif,2,0,180.24,40,256
2077.tif,2,83.9,170.29,163.9,250.29
2077.tif,2,41.58,188.04,121.58,256
2078.tif,1,198.83,23.88,256,103.88
2079.tif,1,91.07,165.36,171.07,245.36
2079.tif,1,179.8,107.22,256,187.22
2079.tif,1,35.24,93.42,115.24,173.42
2079.tif,1,161.28,3.34,241.28,83.34
2080.tif,3,136.14,81.33,216.14,161.33
2080.tif,1,0,187.9,50.38,256
2080.tif,1,52.35,202.37,132.35,256
2080.tif,1,7.97,139.06,87.97,219.06
2080.tif,1,6.23,58.53,86.23,138.53
2081.tif,4,171.22,206.85,251.23,256
2081.tif,4,191.1,73,256,153
2081.tif,1,96.37,64.91,176.37,144.91
2082.tif,4,42.73,96.25,122.73,176.25
2083.tif,2,173.3,204.9,253.3,256
2084.tif,1,140.98,143.74,220.98,223.74
2084.tif,1,107.99,202.33,187.99,256
2084.tif,1,74.17,135.2,154.17,215.2
2085.tif,1,200.41,3.03,256,83.03
2085.tif,1,175.13,63.44,255.13,143.44
2085.tif,1,105.4,64.95,185.4,144.95
2086.tif,1,159.36,28.04,239.36,108.05
2087.tif,1,130.15,152.59,210.15,232.59
2088.tif,2,204.67,93.27,256,173.27
2089.tif,4,154.11,210.52,234.11,256
2089.tif,2,0,193.37,70.82,256
2090.tif,2,208.36,137.52,256,217.53
2091.tif,2,57.63,106.19,137.63,186.19
2092.tif,2,119.06,151.51,199.06,231.51
2092.tif,2,42.89,119.49,122.89,199.49
2092.tif,2,120.25,51.9,200.25,131.9
2092.tif,2,89.12,74.2,169.12,154.2
2092.tif,2,0,121.03,50.62,201.03
2092.tif,2,89.92,6.1,169.92,86.1
2092.tif,2,184.43,98.17,256,178.17
2092.tif,2,153.35,31.72,233.35,111.72
2092.tif,2,149.82,72.42,229.82,152.42
2092.tif,2,197.25,147.92,256,227.92
2092.tif,2,58.56,173.5,138.56,253.5
2092.tif,2,200.47,56.95,256,136.95
2092.tif,2,88.09,205.67,168.09,256
2092.tif,2,179.52,8,256,88
2092.tif,1,0,172.32,64.7,252.32
2093.tif,2,0,132.03,53.69,212.03
2093.tif,2,0,26.09,52.7,106.09
2094.tif,3,124.65,13.11,204.65,93.11
2095.tif,3,45.52,0,125.52,66.7
2096.tif,4,2.82,8.35,82.82,88.35
2097.tif,2,195.16,145.24,256,225.24
2098.tif,2,139,159.49,219,239.49
2098.tif,2,73.03,5.79,153.03,85.79
2098.tif,2,99.97,100.42,179.97,180.42
2098.tif,2,0,173.89,51.73,253.89
2099.tif,2,19.86,190.26,99.87,256
2099.tif,2,0,4.65,60.55,84.65
2099.tif,1,202.5,79.32,256,159.32
2099.tif,1,86.98,71.12,166.98,151.12
2099.tif,1,75.67,124.06,155.67,204.06
2100.tif,2,115.76,43.07,195.76,123.07
2101.tif,1,176.5,107.33,256,187.33
2101.tif,1,58.42,57.45,138.42,137.46
2102.tif,4,57.64,75.6,137.64,155.6
2102.tif,4,1.33,194.71,81.33,256
2102.tif,4,90.21,98.23,170.21,178.23
2102.tif,3,99.46,161.7,179.46,241.7
2102.tif,3,52.26,154.52,132.26,234.52
2102.tif,3,65.9,129,145.9,209
2103.tif,4,130.92,0,210.92,45.33
2104.tif,1,0,27.22,64.25,107.23
2104.tif,1,25.87,0,105.87,78.27
2105.tif,2,154.79,69.86,234.79,149.86
2106.tif,1,182.37,28.93,256,108.93
2107.tif,4,70.37,26.81,150.37,106.81
2107.tif,1,29.13,94.42,109.13,174.43
2108.tif,4,31.52,120.61,111.53,200.61
2108.tif,4,0,88.8,65.63,168.81
2108.tif,1,79.95,112.65,159.96,192.66
2108.tif,1,21.38,19.33,101.38,99.34
2108.tif,1,62.21,0,142.21,56.82
2108.tif,1,160.55,40.79,240.56,120.79
2109.tif,3,185.25,66.47,256,146.47
2109.tif,1,122.63,0,202.63,72.38
2110.tif,3,3.38,82.87,83.38,162.87
2110.tif,3,109.16,0,189.16,52.33
2111.tif,1,174.2,173.27,254.2,253.27
2111.tif,1,32.6,123.5,112.6,203.5
2111.tif,1,138.28,113.14,218.27,193.14
2112.tif,1,41.66,158.87,121.66,238.87
2112.tif,1,13.5,115.06,93.5,195.06
2112.tif,1,0,79.86,44.4,159.86
2112.tif,1,68.31,86.64,148.31,166.64
2113.tif,1,90.69,155.83,170.68,235.83
2114.tif,2,27.03,143.83,107.03,223.83
2114.tif,2,25.83,118.33,105.83,198.33
2114.tif,2,40.36,167.32,120.36,247.32
2115.tif,1,213.65,64.92,256,144.92
2115.tif,1,184.77,122.48,256,202.48
2115.tif,1,145.42,0,225.42,45.92
2115.tif,1,82.88,67.68,162.88,147.68
2115.tif,1,141.84,86.26,221.84,166.26
2115.tif,1,107.44,15.81,187.44,95.81
2115.tif,1,165.94,199.02,245.94,256
2115.tif,1,141.28,154.27,221.28,234.27
2116.tif,1,12.14,22.73,92.14,102.73
2116.tif,1,0,28.76,47.17,108.76
2117.tif,4,54.11,0,134.11,64.72
2117.tif,1,100.24,81.8,180.24,161.8
2117.tif,1,80.22,134.57,160.22,214.57
2117.tif,1,41.56,66.83,121.56,146.83
2118.tif,1,214.17,17.68,256,97.68
2119.tif,1,0,113.13,47.02,193.13
2120.tif,1,121.55,0,201.55,61.9
2121.tif,3,150.7,0,230.7,75.91
2122.tif,4,28.12,0,108.12,46.31
2123.tif,1,69.94,4.27,149.94,84.27
2124.tif,2,179.45,30.35,256,110.35
2125.tif,4,176.93,0,256,52.2
2126.tif,4,52.93,124.52,132.93,204.52
2126.tif,4,115.43,205.32,195.43,256
2127.tif,4,0,41.71,73.03,121.71
2127.tif,4,61.53,145.57,141.53,225.57
2127.tif,4,98.82,83.68,178.82,163.68
2128.tif,4,202.32,11.16,256,91.16
2129.tif,4,42.48,0,122.48,61.38
2130.tif,1,182.9,113.17,256,193.17
2130.tif,1,67.36,169.11,147.36,249.11
2130.tif,1,110.68,150.84,190.68,230.84
2130.tif,1,158.23,170.19,238.23,250.19
2131.tif,1,120.88,175.46,200.88,255.46
2131.tif,1,0,160.31,53.63,240.31
2131.tif,1,161.23,209.05,241.23,256
2131.tif,1,39.25,187.05,119.25,256
2132.tif,4,117.05,114.32,197.05,194.32
2132.tif,2,43.4,174.5,123.4,254.5
2132.tif,2,150.86,208.44,230.87,256
2132.tif,2,201.68,148.21,256,228.21
2132.tif,1,20.57,18.5,100.57,98.5
2133.tif,4,13.02,95.58,93.02,175.58
2133.tif,2,0,180.61,49.53,256
2133.tif,1,85.17,189.29,165.17,256
2134.tif,1,142.35,180.29,222.35,256
2135.tif,2,186.13,126.52,256,206.52
2135.tif,2,174.24,175.48,254.24,255.48
2135.tif,1,124.67,0,204.67,70.06
2136.tif,3,42.73,88.06,122.73,168.06
2136.tif,2,9.64,2.51,89.64,82.51
2136.tif,2,0,0,44.64,50.48
2136.tif,2,12.61,39.55,92.61,119.55
2136.tif,2,54.19,37.79,134.19,117.79
2136.tif,2,51.04,0,131.04,55.56
2136.tif,2,164.51,22.42,244.51,102.42
2136.tif,2,122.69,0,202.69,70.48
2136.tif,2,89.07,38.78,169.07,118.78
2136.tif,2,68.67,181.58,148.67,256
2136.tif,2,26.06,150.68,106.06,230.68
2136.tif,2,0,199.24,73.47,256
2136.tif,2,99.45,107.94,179.45,187.94
2136.tif,2,148.6,131.1,228.6,211.1
2136.tif,2,141.67,84.77,221.67,164.77
2136.tif,2,170.54,178.51,250.55,256
2136.tif,2,103.61,210.14,183.61,256
2137.tif,4,47.15,38.26,127.15,118.26
2137.tif,2,0,0,71.55,78.65
2137.tif,2,0,0,63.93,54.84
2137.tif,2,0,135.63,48.59,215.63
2137.tif,2,0,51.35,46.67,131.35
2137.tif,2,0.18,85.3,80.18,165.3
2137.tif,2,34.37,2.91,114.37,82.91
2137.tif,2,29.17,156.52,109.17,236.52
2137.tif,2,0,199.19,61.19,256
2137.tif,2,44.33,201.03,124.33,256
2137.tif,2,88.35,171.63,168.35,251.63
2137.tif,2,176.93,197.39,256,256
2137.tif,2,190.96,215.16,256,256
2138.tif,2,0,80.16,44.52,160.16
2139.tif,1,0,180.21,63.34,256
2140.tif,1,0,174.94,49.09,254.94
2141.tif,1,122.07,195.06,202.07,256
2141.tif,1,124.03,86.26,204.03,166.26
2142.tif,2,8.71,183.49,88.71,256
2142.tif,1,56.35,188.04,136.35,256
2142.tif,1,0,139.34,63.65,219.34
2142.tif,1,15.25,122.74,95.25,202.74
2143.tif,2,134.09,151.5,214.09,231.5
2143.tif,2,107.46,184.47,187.47,256
2143.tif,2,169.45,196.79,249.45,256
2143.tif,1,187.21,132.18,256,212.19
2144.tif,4,0,204.05,69.89,256
2144.tif,2,89.57,149.69,169.57,229.69
2145.tif,2,68.92,179.32,148.92,256
2145.tif,2,63.99,127.04,143.99,207.04
2145.tif,1,0,194.56,60.02,256
2146.tif,1,86.19,184.78,166.19,256
2147.tif,2,204.08,200.93,256,256
2147.tif,2,72.17,156.63,152.17,236.63
2147.tif,2,131.61,176.05,211.61,256
2148.tif,2,0,136.62,46.77,216.62
2148.tif,2,12.11,127.78,92.11,207.78
2148.tif,1,70.04,203.76,150.04,256
2149.tif,1,119.64,211.59,199.64,256
2150.tif,2,204.96,0,256,57.88
2151.tif,2,41.78,0,121.78,75.26
2151.tif,2,183.33,0,256,42.23
2151.tif,2,32.51,47.62,112.51,127.62
2151.tif,2,101.39,28.42,181.39,108.42
2151.tif,2,135.53,87.53,215.53,167.53
2151.tif,2,129.25,152.26,209.25,232.26
2151.tif,2,193.22,84.7,256,164.7
2151.tif,2,208.18,1.45,256,81.45
2151.tif,2,179.23,137.89,256,217.89
2151.tif,2,158.3,200.37,238.3,256
2152.tif,2,0,35.48,68.7,115.48
2152.tif,2,0,5.32,66.68,85.32
2152.tif,2,46.84,22.4,126.84,102.4
2152.tif,2,45.13,0,125.13,73.36
2152.tif,2,147.74,0,227.74,62.25
2152.tif,2,209.45,97.71,256,177.71
2152.tif,2,171.15,54.79,251.15,134.79
2152.tif,2,150.64,104.25,230.64,184.25
2152.tif,2,119.98,58.5,199.98,138.5
2152.tif,2,0,89.52,53.16,169.52
2153.tif,2,0,14.33,45.05,94.33
2154.tif,4,69.59,180.02,149.59,256
2155.tif,4,53.34,198.5,133.34,256
2156.tif,2,183.17,109.83,256,189.83
2156.tif,1,207.86,0,256,48.13
2157.tif,4,0,34.66,77.36,114.66
2157.tif,2,104.25,161.37,184.25,241.37
2157.tif,1,3.63,158.44,83.64,238.45
2158.tif,1,0,89.13,60.15,169.13
2159.tif,2,160.71,168.22,240.71,248.22
2159.tif,2,133.87,18.62,213.87,98.62
2160.tif,2,2.39,52.41,82.39,132.41
2160.tif,1,0,0,44.35,72.64
2160.tif,1,141.65,4.04,221.65,84.04
2160.tif,1,82.25,58.34,162.25,138.34
2161.tif,2,166.39,115.2,246.39,195.2
2161.tif,2,195.71,32.67,256,112.67
2161.tif,2,90.88,47.23,170.88,127.23
2161.tif,2,0,0,63.41,73.32
2161.tif,2,106.59,129.25,186.59,209.25
2161.tif,1,47.24,0,127.24,74.5
2161.tif,1,208.47,130.34,256,210.34
2161.tif,1,36.68,57.81,116.68,137.81
2162.tif,2,98.12,0,178.12,44.21
2162.tif,2,138.85,31.68,218.85,111.68
2162.tif,1,32.47,0,112.47,45.51
2162.tif,1,61.6,39.43,141.6,119.43
2162.tif,1,25.5,50.36,105.5,130.36
2163.tif,2,24.86,49.8,104.86,129.8
2163.tif,2,0,57.09,43.01,137.09
2164.tif,2,0,34.75,52.88,114.75
2165.tif,2,150.02,14.03,230.02,94.03
2166.tif,2,62.03,26.99,142.03,106.99
2166.tif,2,85.19,173.94,165.19,253.94
2166.tif,2,169.25,169.86,249.24,249.86
2167.tif,4,5.35,102.39,85.35,182.39
2167.tif,4,70.82,98.45,150.82,178.45
2167.tif,2,76.27,19.16,156.27,99.15
2168.tif,1,93.89,22.88,173.89,102.88
2168.tif,1,133.59,41.88,213.59,121.88
2168.tif,1,13.69,12.68,93.69,92.68
2168.tif,1,192.99,26.88,256,106.88
2168.tif,1,80.21,145.26,160.21,225.26
2169.tif,1,0,140.4,41.46,220.4
2170.tif,2,87.46,62.86,167.46,142.86
2170.tif,1,82.13,99.58,162.13,179.58
2171.tif,2,0,0,41.79,73.05
2171.tif,2,0,0,62.66,46.02
2172.tif,2,166.4,0,246.4,72.2
2173.tif,2,0,32.95,69.95,112.95
2173.tif,2,46.29,28.19,126.29,108.19
2173.tif,1,213.71,0,256,75.24
2174.tif,1,104.06,94.84,184.06,174.84
2174.tif,1,153.13,75.45,233.13,155.45
2175.tif,2,113.03,119.62,193.03,199.62
2175.tif,2,57.88,140.73,137.88,220.73
2175.tif,1,215.61,0,256,66.84
2175.tif,1,189.04,205.41,256,256
2176.tif,4,94.8,0,174.8,72.93
2176.tif,4,156.6,5.42,236.6,85.42
2176.tif,2,21.39,9.5,101.39,89.5
2176.tif,2,25.06,89.78,105.06,169.78
2176.tif,2,0,176.36,74.75,256
2176.tif,2,52.13,164.42,132.13,244.43
2176.tif,2,0,113.67,52.96,193.67
2176.tif,2,98.62,123.78,178.62,203.78
2176.tif,2,108.37,54.47,188.37,134.47
2176.tif,2,141.01,103.41,221.01,183.41
2176.tif,2,200.37,182.82,256,256
2176.tif,2,146.9,173.1,226.9,253.1
2176.tif,2,72.87,42.51,152.87,122.52
2176.tif,1,198.12,60.6,256,140.6
2177.tif,4,0,125.06,54.49,205.06
2177.tif,2,50.46,167.85,130.46,247.85
2177.tif,1,32.91,0,112.91,61.45
2177.tif,1,91.84,96.03,171.84,176.03
2177.tif,1,0,27.68,70.12,107.68
2177.tif,1,2.35,161.68,82.35,241.68
2177.tif,1,113.72,45.09,193.72,125.09
2177.tif,1,45.84,53.69,125.84,133.69
2177.tif,1,192.22,31.28,256,111.28
2178.tif,2,150.71,123.35,230.71,203.35
2178.tif,2,3.47,12.53,83.47,92.53
2178.tif,2,96.32,64.04,176.32,144.04
2178.tif,2,36.5,111.24,116.5,191.24
2178.tif,2,51.61,170.6,131.61,250.6
2178.tif,2,0,96.45,66.34,176.45
2178.tif,2,0,214.48,60.04,256
2178.tif,2,97.38,178.45,177.38,256
2179.tif,4,104.21,0,184.21,42.39
2180.tif,2,0,0,50.71,53.96
2181.tif,4,76.29,0,156.29,70.82
2181.tif,4,111.89,0,191.89,67.82
2181.tif,4,183.69,0,256,76.82
2181.tif,1,69.83,48.18,149.83,128.18
2182.tif,2,177.8,0,256,62.26
2183.tif,4,5.24,37.93,85.24,117.93
2183.tif,4,105.93,179.05,185.93,256
2183.tif,4,121.58,111.51,201.58,191.51
2184.tif,4,162.62,38.34,242.62,118.34
2184.tif,4,195.18,19.73,256,99.73
2184.tif,4,185.34,83.75,256,163.75
2184.tif,4,162.28,149.63,242.28,229.63
2184.tif,4,158.68,108.43,238.68,188.43
2184.tif,4,215.78,199.53,256,256
2185.tif,4,86.45,150.4,166.45,230.4
2185.tif,4,0,159.64,44.73,239.64
2185.tif,4,9.88,198.13,89.88,256
2185.tif,4,94.51,205.71,174.51,256
2185.tif,4,202.63,40.36,256,120.36
2186.tif,4,187.11,146.83,256,226.83
2186.tif,4,0,157.64,74,237.64
2186.tif,4,119.41,141.23,199.41,221.23
2187.tif,4,58.34,58.75,138.34,138.75
2187.tif,4,0,116.13,50.51,196.13
2188.tif,4,138.38,31.2,218.38,111.2
2188.tif,4,170.78,48.2,250.78,128.2
2188.tif,4,144.38,91.7,224.38,171.7
2188.tif,4,45.3,80.23,125.3,160.23
2188.tif,4,153.08,0,233.08,42.4
2188.tif,4,205.88,0,256,76.1
2188.tif,4,127.08,151,207.08,231
2189.tif,4,119.34,214.09,199.34,256
2189.tif,4,40.18,203.35,120.18,256
2190.tif,1,89.97,101.36,169.97,181.36
2191.tif,2,201.36,85.49,256,165.49
2192.tif,4,201.16,81.71,256,161.72
2193.tif,2,40.75,0,120.75,49.8
2193.tif,2,88.2,0,168.2,59.34
2193.tif,2,34.07,9.66,114.07,89.67
2193.tif,2,3.54,0,83.54,49.75
2193.tif,2,0,57.69,60.72,137.69
2193.tif,2,0,15.36,44.12,95.36
2193.tif,2,7.53,156.59,87.53,236.6
2193.tif,2,4.88,123.46,84.88,203.46
2193.tif,2,32.51,129.58,112.51,209.58
2193.tif,2,140.44,0,220.44,60.83
2193.tif,2,200.92,1.17,256,81.17
2193.tif,2,180.13,125.42,256,205.42
2193.tif,2,114.77,201.2,194.77,256
2193.tif,2,177.07,201.34,256,256
2193.tif,2,210.1,206.94,256,256
2193.tif,2,191.9,57.51,256,137.51
2194.tif,2,71.94,38.49,151.94,118.49
2194.tif,2,123.39,0,203.39,46.46
2194.tif,2,139.09,62.76,219.09,142.76
2194.tif,2,54.84,0,134.85,43.05
2194.tif,2,37.16,11.93,117.16,91.93
2194.tif,2,0,72.42,78.16,152.42
2194.tif,2,25.67,132.74,105.67,212.74
2194.tif,2,13.76,184.73,93.76,256
2194.tif,2,29.09,90.76,109.09,170.76
2194.tif,2,76.93,144.31,156.93,224.31
2194.tif,2,63.79,105.7,143.79,185.7
2194.tif,2,121.91,111.16,201.91,191.16
2194.tif,2,153.06,193.97,233.06,256
2194.tif,2,152.87,138.56,232.87,218.56
2194.tif,2,103.23,200.47,183.23,256
2194.tif,1,0,0,63.18,58.56
2194.tif,1,0,15,53.58,95
2195.tif,2,14.82,23.87,94.82,103.87
2195.tif,2,82.64,0,162.65,41.31
2195.tif,2,23.16,0,103.16,50.7
2196.tif,4,94.86,0,174.86,77.11
2196.tif,4,48.59,0,128.59,61.7
2197.tif,4,0,0,71.71,55.72
2198.tif,1,181.74,2.3,256,82.3
2199.tif,2,117.32,78.92,197.32,158.92
2199.tif,2,116.1,3.26,196.1,83.26
2199.tif,2,0,10,79.62,90
2199.tif,2,184.57,17.19,256,97.19
2199.tif,2,75.98,143.58,155.97,223.58
2199.tif,2,163.69,67.96,243.69,147.96
2199.tif,2,128.76,112.82,208.76,192.82
2199.tif,2,60.21,75.66,140.21,155.66
2200.tif,2,55.7,0,135.7,42.49
2200.tif,2,99.57,18.59,179.57,98.59
2200.tif,2,27.52,51.77,107.52,131.77
2200.tif,2,0,13.52,78.02,93.52
2200.tif,2,98.22,156.58,178.22,236.58
2200.tif,2,51.14,140.47,131.14,220.47
2200.tif,2,72.57,85.05,152.57,165.05
2200.tif,2,205.59,139.37,256,219.37
2201.tif,1,0,52.19,43.65,132.19
2202.tif,2,0,158.37,75.95,238.37
2202.tif,2,180.64,143.36,256,223.36
2203.tif,2,206.2,4.07,256,84.08
2204.tif,2,132.74,0,212.74,72.82
2205.tif,2,79.65,0,159.65,45.21
2206.tif,1,26.62,2.05,106.62,82.05
2207.tif,1,177.98,146.42,256,226.42
2208.tif,1,0,113.26,65.26,193.26
2209.tif,1,0,205.75,78.29,256
2210.tif,2,82.16,174.61,162.16,254.61
2210.tif,2,36.89,163.56,116.89,243.56
2211.tif,2,197.73,215.49,256,256
2211.tif,2,198.61,166.63,256,246.63
2212.tif,1,96.84,165.14,176.84,245.14
2213.tif,1,190.21,78.82,256,158.82
2214.tif,1,163.03,209.57,243.03,256
2215.tif,2,182.83,212.8,256,256
2216.tif,4,0,110.5,47.45,190.5
2216.tif,4,0,12.78,75.56,92.78
2217.tif,4,154.16,100.06,234.16,180.05
2217.tif,4,173.87,66.52,253.87,146.52
2217.tif,4,145.65,47.62,225.65,127.61
2217.tif,4,121.96,119.25,201.96,199.25
2217.tif,3,83.78,0,163.78,61.74
2218.tif,4,0,161.35,42.16,241.34
2218.tif,4,0,116.77,66.39,196.77
2219.tif,1,146.87,60.53,226.87,140.53
2219.tif,1,164.36,20.21,244.36,100.21
2219.tif,1,38.72,47.81,118.72,127.81
2220.tif,2,101.67,0,181.67,47.79
2220.tif,1,13.62,48.14,93.62,128.14
2220.tif,1,30.15,0,110.15,66.26
2220.tif,1,206.15,43.85,256,123.85
2221.tif,1,50.92,52.55,130.92,132.55
